"album_name","track_name","line","lyric"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",1,"Mr. ""Perfect face"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",2,"Mr. ""Here to stay"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",3,"Mr. ""Looked me in the eye and told me you would never go away"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",4,"Everything was right"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",5,"Mr. ""I've been waitin' for you all my life"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",6,"Mr. ""Every single day until the end, I will be by your side"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",7,"But that was when I got to know Mr. ""Change of heart"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",8,"Mr. ""Leaves me all alone,"" I fall apart"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",9,"It takes everything in me just to get up each day"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",10,"But it's wonderful to see that you're okay"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",11,"Hello, Mr. ""Perfectly fine"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",12,"How's your heart after breakin' mine?"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",13,"Mr. ""Always at the right place at the right time,"" baby"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",14,"Hello, Mr. ""Casually cruel"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",15,"Mr. ""Everything revolves around you"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",16,"I've been Miss Misery since your goodbye"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",17,"And you're Mr. ""Perfectly fine"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",18,"Mr. ""Never told me why"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",19,"Mr. ""Never had to see me cry"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",20,"Mr. ""Insincere apology so he doesn't look like the bad guy"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",21,"He goes about his day"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",22,"Forgets he ever even heard my name"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",23,"Well, I thought you might be different than the rest, I guess you're all the same"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",24,"'Cause I hear he's got his arm 'round a brand-new girl"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",25,"I've been pickin' up my heart, he's been pickin' up her"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",26,"And I never got past what you put me through"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",27,"But it's wonderful to see that it never fazed you"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",28,"Hello, Mr. ""Perfectly fine"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",29,"How's your heart after breakin' mine?"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",30,"Mr. ""Always at the right place at the right time,"" baby"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",31,"Hello, Mr. ""Casually cruel"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",32,"Mr. ""Everything revolves around you"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",33,"I've been Miss Misery since your goodbye"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",34,"And you're Mr. ""Perfectly fine"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",35,"So dignified in your well-pressed suit"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",36,"So strategized, all the eyes on you"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",37,"Sashay your way to your seat"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",38,"It's the best seat, in the best room"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",39,"Oh, he's so smug, Mr. ""Always wins"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",40,"So far above me in every sense"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",41,"So far above feeling anything"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",42,"And it's really such a shame"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",43,"It's such a shame"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",44,"'Cause I was Miss ""Here to stay"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",45,"Now I'm Miss ""Gonna be alright someday"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",46,"And someday maybe you'll miss me"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",47,"But by then, you'll be Mr. ""Too late"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",48,"Goodbye, Mr. ""Perfectly fine"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",49,"How's your heart after breakin' mine?"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",50,"Mr. ""Always at the right place at the right time,"" baby"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",51,"Goodbye, Mr. ""Casually cruel"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",52,"Mr. ""Everything revolves around you"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",53,"I've been Miss Misery for the last time"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",54,"And you're Mr. ""Perfectly fine"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",55,"You're perfectly fine"
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",56,"Mr. ""Look me in the eye and told me you would never go away"""
"Fearless (Taylor's Version)","Mr. Perfectly Fine (Taylor's Version) [From The Vault]",57,"You said you'd never go away"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",1,"We used to walk along the streets"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",2,"When the porch lights were shining bright"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",3,"Before I had somewhere to be"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",4,"Back when we had all night and we were happy"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",5,"I do recall a good while back, we snuck into the circus"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",6,"You threw your arms around my neck, back when I deserved it"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",7,"And we were happy"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",8,"When it was good, baby, it was good, baby"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",9,"We showed 'em all up"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",10,"No one could touch the way we laughed in the dark"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",11,"Talking 'bout your daddy's farm we were gonna buy someday"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",12,"And we were happy"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",13,"We used to watch the sun go down on the boats in the water"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",14,"That's sorta how I feel right now"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",15,"And goodbye's so much harder 'cause we were happy"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",16,"When it was good, baby, it was good, baby"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",17,"We showed 'em all up"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",18,"No one could touch the way we laughed in the dark"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",19,"Talking 'bout your daddy's farm we were gonna buy someday"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",20,"And we were happy"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",21,"We were happy"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",22,"Oh, I hate those voices telling me I'm not in love anymore"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",23,"But they don't give me choices and that's what these tears are for"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",24,"'Cause we were happy"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",25,"We were happy"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",26,"When it was good, baby, it was good, baby"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",27,"We showed 'em all up"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",28,"No one could touch the way we laughed in the dark"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",29,"Talking 'bout your daddy's farm"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",30,"And you were gonna marry me"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",31,"And we were happy"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",32,"We were happy"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",33,"Oh-oh-oh-oh"
"Fearless (Taylor's Version)","We Were Happy (Taylor's Version) [From The Vault]",34,"We were happy"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",1,"You said, ""I know"""
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",2,"When I said, ""I need some time, need some space"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",3,"To think about all of this"""
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",4,"You watched me go"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",5,"And I knew my"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",6,"Words were hard to hear"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",7,"And harder to ever take back"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",8,"And I said, ""When can I-I-I come back?"""
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",9,"And you said that's when"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",10,"When I wake up in the morning"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",11,"That's when, when it's sunny or storming"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",12,"Laughing, when I'm crying"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",13,"And that's when, I'll be waiting at the front gate"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",14,"That's when, when I see your face"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",15,"I'll let you in, and baby, that's when"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",16,"Mm, mm"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",17,"I said, ""I know"""
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",18,"When you said, ""I did you wrong"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",19,"Made mistakes"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",20,"And put you through all of this"" (through all of this)"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",21,"Then through the phone"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",22,"Came all your tears"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",23,"And I said, ""Leave those all in our past"""
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",24,"And you said, ""When can I-I-I come back?"""
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",25,"And I said, that's when"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",26,"When I wake up in the morning"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",27,"That's when, when it's sunny or storming"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",28,"Laughing, when I'm crying"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",29,"And that's when I'll be waiting at the front gate"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",30,"That's when, when I see your face"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",31,"I'll let you in, and baby, that's when"""
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",32,"And you said, ""Honestly"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",33,"When you were gone"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",34,"Did you ever think of me?"""
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",35,"And I said"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",36,"""That's when, when I woke up in the morning"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",37,"That's when, it was sunny or storming"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",38,"Laughing when I was crying"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",39,"And that's when, you were waiting at the front gate"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",40,"That's when, when I saw your face"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",41,"You let me in, and baby, that's when"""
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",42,"That's when, when I wake up in the morning (Yeah)"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",43,"That's when, when it's sunny or storming"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",44,"When I'm laughing, when I'm crying"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",45,"That's when I'll be waiting at the front gate"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",46,"(That when I miss you, that's when I want you)"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",47,"That's when, when I see your face"
"Fearless (Taylor's Version)","That's When (Taylor's Version) [From The Vault]",48,"That's when I love you, that's when"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",1,"Hey, I knew I'd run into you somewhere"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",2,"It's been a while, I didn't mean to stare"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",3,"I heard she's nothin' like me"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",4,"I'm sure she'll make you happy"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",5,"But don't you, don't you"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",6,"Smile at me and ask me how I've been"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",7,"Don't you say you've"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",8,"Missed me if you don't want me again"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",9,"You don't know how much I feel I love you still"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",10,"So why don't you, don't you?"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",11,"Ah, ah, ah, ah"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",12,"Ah, ah, ah"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",13,"Sometimes, I really wish that I could hate you"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",14,"I've tried, but that's just somethin' I can't do"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",15,"My heart knows what the truth is"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",16,"I swore I wouldn't do this"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",17,"But don't you, don't you"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",18,"Smile at me and ask me how I've been"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",19,"Don't you say you've"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",20,"Missed me if you don't want me again"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",21,"You don't know how much I feel I love you still"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",22,"So why don't you, don't you?"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",23,"So I walk outta here tonight"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",24,"Try to go on with my life"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",25,"And you can say we're still friends"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",26,"(But I don't wanna pretend)"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",27,"So if I see you again"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",28,"Don't you (Don't you), don't you"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",29,"Smile at me and ask me how I've been"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",30,"Don't you (Don't you) say you've"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",31,"Missed me if you don't want me again"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",32,"You don't (You don't) know how much I feel I love you still"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",33,"So why don't you, don't you?"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",34,"Ah, ah, ah, ah"
"Fearless (Taylor's Version)","Don't You (Taylor's Version) [From The Vault]",35,"Don't you (Ah, ah, ah)"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",1,"It wasn't just like a movie"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",2,"The rain didn't soak through my clothes, down to my skin"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",3,"I'm drivin' away and I, I guess you could say"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",4,"This is the last time I'll drive this way again"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",5,"Lost in the gray and I try to grab at the fray"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",6,"'Cause I, I still love you but I can't"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",7,"Bye bye to everything I thought was on my side"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",8,"Bye bye baby"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",9,"I want you back but it's come down to nothing"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",10,"And all I have is your sympathy"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",11,"'Cause you took me home but you just couldn't keep me"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",12,"Bye bye baby"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",13,"Bye bye baby"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",14,"The picture frame is empty"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",15,"On the dresser, vacant just like me"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",16,"I see your writing on the dash"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",17,"Then back to your hesitation"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",18,"I was so sure of everything"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",19,"Everything I thought we'd always have"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",20,"Guess I never doubted it"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",21,"Then the here and the now floods in"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",22,"Feels like I'm becoming a part of your past"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",23,"Bye bye to everything I thought was on my side"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",24,"Bye bye baby"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",25,"I want you back but it's come down to nothing"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",26,"And all I have is your sympathy"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",27,"'Cause you took me home but you just couldn't keep me"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",28,"Bye bye baby"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",29,"And there's so much that I can't touch"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",30,"You're all I want but it's not enough this time"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",31,"And all the pages are just slipping through my hands"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",32,"And I'm so scared of how this ends"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",33,"Bye bye to everything I thought was on my side"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",34,"Bye bye baby"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",35,"I want you back but it's come down to nothing"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",36,"And all I have is your sympathy"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",37,"'Cause you took me home but you just couldn't keep me"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",38,"Bye bye to everything I thought was on my side"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",39,"Bye bye baby"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",40,"I want you back but it's come down to nothing"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",41,"And all I have is your sympathy"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",42,"'Cause you took me home but you just couldn't keep me"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",43,"Oh, you took me home, I thought you were gonna keep me"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",44,"Bye bye baby"
"Fearless (Taylor's Version)","Bye Bye Baby (Taylor's Version) [From The Vault]",45,"Bye bye baby"
"Speak Now","Mine",1,"You were in college, working part-time, waiting tables"
"Speak Now","Mine",2,"Left a small town and never looked back"
"Speak Now","Mine",3,"I was a flight risk, with a fear of falling"
"Speak Now","Mine",4,"Wondering why we bother with love, if it never lasts"
"Speak Now","Mine",5,"I say, ""Can you believe it?"""
"Speak Now","Mine",6,"As we're lying on the couch"
"Speak Now","Mine",7,"The moment, I could see it"
"Speak Now","Mine",8,"Yes, yes, I can see it now"
"Speak Now","Mine",9,"Do you remember, we were sitting there, by the water?"
"Speak Now","Mine",10,"You put your arm around me for the first time"
"Speak Now","Mine",11,"You made a rebel of a careless man's careful daughter"
"Speak Now","Mine",12,"You are the best thing that's ever been mine"
"Speak Now","Mine",13,"Flash forward, and we're taking on the world together"
"Speak Now","Mine",14,"And there's a drawer of my things at your place"
"Speak Now","Mine",15,"You learn my secrets and you figure out why I'm guarded"
"Speak Now","Mine",16,"You say we'll never make my parents' mistakes"
"Speak Now","Mine",17,"But we got bills to pay"
"Speak Now","Mine",18,"We got nothing figured out"
"Speak Now","Mine",19,"When it was hard to take"
"Speak Now","Mine",20,"Yes, yes"
"Speak Now","Mine",21,"This is what I thought about:"
"Speak Now","Mine",22,"Do you remember, we were sitting there, by the water?"
"Speak Now","Mine",23,"You put your arm around me for the first time"
"Speak Now","Mine",24,"You made a rebel of a careless man's careful daughter"
"Speak Now","Mine",25,"You are the best thing that's ever been mine"
"Speak Now","Mine",26,"Do you remember all the city lights on the water?"
"Speak Now","Mine",27,"You saw me start to believe for the first time"
"Speak Now","Mine",28,"You made a rebel of a careless man's careful daughter"
"Speak Now","Mine",29,"You are the best thing that's ever been mine"
"Speak Now","Mine",30,"And I remember that fight, 2:30 AM"
"Speak Now","Mine",31,"As everything was slipping right out of our hands"
"Speak Now","Mine",32,"I ran out, crying, and you followed me out into the street"
"Speak Now","Mine",33,"Braced myself for the goodbye"
"Speak Now","Mine",34,"'Cause that's all I've ever known"
"Speak Now","Mine",35,"Then, you took me by surprise"
"Speak Now","Mine",36,"You said, ""I'll never leave you alone."""
"Speak Now","Mine",37,"You said, ""I remember how we felt, sitting by the water"
"Speak Now","Mine",38,"And every time I look at you, it's like the first time"
"Speak Now","Mine",39,"I fell in love with a careless man's careful daughter"
"Speak Now","Mine",40,"She is the best thing that's ever been mine"""
"Speak Now","Mine",41,"Hold on, make it last"
"Speak Now","Mine",42,"Hold on, never turn back"
"Speak Now","Mine",43,"You made a rebel of a careless man's careful daughter"
"Speak Now","Mine",44,"You are the best thing that's ever been mine"
"Speak Now","Mine",45,"Yeah, yeah"
"Speak Now","Mine",46,"Do you believe it? (Hold on)"
"Speak Now","Mine",47,"We're gonna make it now (Hold on)"
"Speak Now","Mine",48,"And I can see it"
"Speak Now","Mine",49,"Yeah, yeah"
"Speak Now","Mine",50,"I can see it now (See it now)"
"Speak Now","Sparks Fly",1,"The way you move is like a full on rainstorm"
"Speak Now","Sparks Fly",2,"And I'm a house of cards"
"Speak Now","Sparks Fly",3,"You're the kind of reckless"
"Speak Now","Sparks Fly",4,"That should send me running"
