"album_name","track_name","line","lyric"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",5,"Big mistake, you broke the sweetest promise"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",6,"That you never should have made"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",7,"I'm here on the kitchen floor"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",8,"You call, but I won't hear it"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",9,"You said, ""No one else"""
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",10,"How could you do this, babe? (What about your promises, promises?)"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",11,"You really blew this, babe"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",12,"We ain't getting through this one, babe"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",13,"This is the last time I'll ever call you, babe (This is the last time, this is the last time)"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",14,"This is the last time I'll ever call you, babe"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",15,"(What about your promises, promises, promises?)"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",16,"What a waste"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",17,"Takin' down the pictures and the plans we made, yeah"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",18,"And it's strange how your face doesn't look so innocent"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",19,"Your secret has its consequence and that's on you, babe"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",20,"I break down every time you call"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",21,"We're a wreck, you're the wrecking ball"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",22,"We said, ""No one else"""
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",23,"How could you do this, babe? (What about your promises, promises?)"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",24,"You really blew this, babe"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",25,"We ain't getting through this one, babe"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",26,"This is the last time I'll ever call you, babe (This is the last time, this is the last time)"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",27,"This is the last time I'll ever call you"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",28,"Since you admitted it, I keep picturing"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",29,"Her lips on your neck, I can't unsee it"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",30,"I hate that because of you, I can't love you, babe"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",31,"What a shame, didn't want to be the one that got away"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",32,"How could you do this, babe?"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",33,"You really blew this, babe"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",34,"We ain't getting through this one, babe"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",35,"This is the last time I'll ever call you, babe (This is the last time, this is the last time)"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",36,"This is the last time I'll ever call you, babe"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",37,"I'm here on the kitchen floor, you call but I won't hear it"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",38,"You said, ""No one else"""
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",39,"We ain't getting through this one, babe"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",40,"I break down every time you call"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",41,"We're a wreck, you're the wrecking ball"
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",42,"You said, ""No one else"""
"Red (Taylor's Version)","Babe (Taylor's Version) [From The Vault]",43,"This is the last time I'll ever call you, babe"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",1,"I know that you like me"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",2,"And it's kinda frightening standin' here waitin', waitin'"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",3,"And I became hypnotized by freckles and bright eyes, tongue-tied"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",4,"But now you're so far away and I'm down"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",5,"Feelin' like a face in the crowd"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",6,"I'm reachin' for you, terrified"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",7,"'Cause you could be the one that I love"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",8,"I could be the one that you dream of"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",9,"A message in a bottle is all I can do"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",10,"Standin' here, hopin' it gets to you"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",11,"You could be the one that I keep, and"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",12,"I could be the reason you can't sleep at night"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",13,"A message in a bottle is all I can do"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",14,"Standin' here, hopin' it gets to you"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",15,"These days I'm restless"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",16,"Workdays are endless, look how you made me, made me"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",17,"But time moves faster, replaying your laughter, disaster"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",18,"'Cause now you're so far away and I'm down"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",19,"Feelin' like a face in the crowd"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",20,"I'm reachin' for you, terrified"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",21,"'Cause you could be the one that I love"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",22,"I could be the one that you dream of"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",23,"A message in a bottle is all I can do"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",24,"Standin' here, hopin' it gets to you"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",25,"You could be the one that I keep, and"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",26,"I could be the reason you can't sleep at night"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",27,"A message in a bottle is all I can do"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",28,"Standin' here, hopin' it gets to you"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",29,"How is it in London?"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",30,"Where were you while I'm wondering"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",31,"If I'll ever see you again?"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",32,"You could be the one that I love, mmm"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",33,"And now I'm standin' here, hopin' it gets to you"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",34,"'Cause you could be the one that I love"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",35,"I could be the one that you dream of"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",36,"A message in a bottle is all I can do"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",37,"Standin' here, hopin' it gets to you"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",38,"You could be the one that I keep, and"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",39,"I could be the reason you can't sleep at night (You can't sleep at night)"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",40,"A message in a bottle is all I can do"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",41,"Standin' here, hopin' it gets to you"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",42,"You could be the one that I love"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",43,"You could be the one that I love, I love"
"Red (Taylor's Version)","Message In A Bottle (Taylor's Version) [From The Vault]",44,"And now I'm standin', here hopin' this gets to you"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",1,"3 AM and I'm still awake, I'll bet you're just fine"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",2,"Fast asleep in your city that's better than mine"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",3,"And the girl in your bed has a fine pedigree"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",4,"And I'll bet your friends tell you she's better than me, huh"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",5,"Well, I tried to fit in with your upper-crust circles"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",6,"Yeah, they let me sit in back when we were in love"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",7,"Oh, they sit around talkin' about the meaning of life"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",8,"And the book that just saved 'em that I hadn't heard of"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",9,"But now that we're done and it's over"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",10,"I bet you couldn't believe"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",11,"When you realized I'm harder to forget than I was to leave"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",12,"And I bet you think about me"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",13,"You grew up in a silver-spoon gated community"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",14,"Glamorous, shiny, bright Beverly Hills"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",15,"I was raised on a farm, no, it wasn't a mansion"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",16,"Just livin' room dancin' and kitchen table bills"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",17,"But you know what they say, you can't help who you fall for"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",18,"And you and I fell like an early spring snow"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",19,"But reality crept in, you said we're too different"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",20,"You laughed at my dreams, rolled your eyes at my jokes"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",21,"Mr. Superior Thinkin'"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",22,"Do you have all the space that you need?"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",23,"I don't have to be your shrink to know that you'll never be happy"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",24,"And I bet you think about me"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",25,"I bet you think about me, yes"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",26,"I bet you think about me"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",27,"Oh, block it all out"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",28,"The voices so loud, sayin'"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",29,"""Why did you let her go?"""
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",30,"Does it make you feel sad"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",31,"That the love that you're lookin' for"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",32,"Is the love that you had?"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",33,"Now you're out in the world, searchin' for your soul"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",34,"Scared not to be hip, scared to get old"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",35,"Chasing make-believe status, last time you felt free"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",36,"Was when none of that shit mattered 'cause you were with me"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",37,"But now that we're done and it's over"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",38,"I bet it's hard to believe"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",39,"That it turned out I'm harder to forget than I was to leave"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",40,"And, yeah, I bet you think about me"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",41,"I bet you think about me, yes"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",42,"I bet you think about me"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",43,"I bet you think about me when you're out"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",44,"At your cool indie music concerts every week"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",45,"I bet you think about me in your house"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",46,"With your organic shoes and your million-dollar couch"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",47,"I bet you think about me when you say"
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",48,"""Oh my god, she's insane, she wrote a song about me"""
"Red (Taylor's Version)","I Bet You Think About Me (Taylor's Version) [From The Vault]",49,"I bet you think about me"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",1,"He says he doesn't believe anything much he hears these days"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",2,"He says, ""Why fall in love, just so you can watch it go away?"""
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",3,"He spends most of his nights wishing it was how it used to be"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",4,"He spends most of his flights getting pulled down by gravity"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",5,"I call, just checking up on him"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",6,"He's up, 3 AM, pacing"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",7,"He says, ""It's not just a phase I'm in"""
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",8,"My voice comes out begging"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",9,"All this time I didn't know"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",10,"You were breaking down"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",11,"I'd fall to pieces on the floor"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",12,"If you weren't around"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",13,"Too young to know it gets better"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",14,"I'll be summer sun for you forever"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",15,"Forever winter if you go"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",16,"He seems fine most of the time"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",17,"Forcing smiles and never minds"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",18,"His laugh is a symphony"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",19,"When the lights go out, it's hard to breathe"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",20,"I pull at every thread trying to solve the puzzles in his head"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",21,"Live my life scared to death he'll decide to leave instead"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",22,"I call, just checking up on him"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",23,"He's up, 5 AM, wasted"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",24,"Long gone, not even listening"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",25,"My voice comes out screaming"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",26,"All this time I didn't know"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",27,"You were breaking down"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",28,"I'd fall to pieces on the floor"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",29,"If you weren't around"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",30,"Too young to know it gets better"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",31,"I'll be summer sun for you forever"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",32,"Forever winter if you go"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",33,"If I was standing there in your apartment"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",34,"I'd take that bomb in your head and disarm it"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",35,"I'd say I love you even at your darkest and"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",36,"Please don't go"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",37,"I didn't know"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",38,"You were breaking down"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",39,"I'd fall to pieces on the floor"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",40,"If you weren't around"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",41,"Too young to know it gets better"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",42,"I'll be summer sun for you forever"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",43,"Forever winter if you go"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",44,"I'll be your summer sun forever"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",45,"At 3 AM, pacing"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",46,"All this time I didn't know"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",47,"At 5 AM, wasted"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",48,"I'd be in pieces on the floor"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",49,"Forever winter if you go"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",50,"He says he doesn't believe anything much he hears these days"
"Red (Taylor's Version)","Forever Winter (Taylor's Version) [From The Vault]",51,"I say, ""Believe in one thing, I won't go away"""
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",1,"One, two, three, four"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",2,"Give me the keys, I'll bring the car back around"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",3,"We shouldn't be in this town"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",4,"And my so-called friends, they don't know"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",5,"I'd drive away before I let you go"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",6,"So give me a reason and don't say no, no"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",7,"There's a chain 'round your throat, piece of paper where I wrote"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",8,"""I'll wait for you"""
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",9,"There's a key on the chain, there's a picture in a frame"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",10,"Take it with you"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",11,"And run, like you'd run from the law"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",12,"Darling, let's run"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",13,"Run from it all"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",14,"We can go where our eyes can take us"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",15,"Go where no one else is, run"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",16,"Ooh, we'll run"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",17,"Ooh, we'll run"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",18,"Ooh, we'll run"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",19,"So you laugh like a child"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",20,"And I'll sing like no one cares"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",21,"No one to be, no one to tell"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",22,"I could see this view a hundred times"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",23,"Pale blue sky reflected in your eyes"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",24,"So give me a reason and don't say no, no"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",25,"And the note from the locket, you keep it in your pocket"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",26,"Since I gave it to you"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",27,"There's a heart on your sleeve"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",28,"I'll take it when I leave"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",29,"And hold it for you"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",30,"And run, like you'd run from the law"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",31,"Darling, let's run"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",32,"Run from it all"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",33,"We can go like they're trying to chase us"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",34,"Go where no one else is, run"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",35,"Ooh, we'll run"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",36,"Ooh, we'll run"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",37,"Ooh, we'll run"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",38,"There's been this hole in my heart"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",39,"This thing was a shot in the dark"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",40,"Say you'll never let 'em tear us apart"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",41,"And I'll hold onto you while we run (And we run, and we run, and we run)"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",42,"Like you'd run from the law (And we run, and we run, and we run)"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",43,"Darling, let's run (And we run, and we run, and we run)"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",44,"Run from it all (And we run, and we run, and we run)"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",45,"We can go where our eyes can take us (And we run, and we run, and we run)"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",46,"Go where no one else is, run (And we run, and we run, and we run)"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",47,"Ooh, we'll run (And we run, and we run, and we run)"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",48,"Ooh, we'll run (And we run, and we run, and we run)"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",49,"Ooh, we'll run (And we run, and we run, and we run)"
"Red (Taylor's Version)","Run (Taylor's Version) [From The Vault]",50,"Ooh, and we'll run"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",1,"I wish I could fly"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",2,"I'd pick you up and we'd go back in time"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",3,"I'd write this in the sky"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",4,"I miss you like it was the very first night"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",5,"And so it goes"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",6,"Every weekend the same party"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",7,"I never go alone"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",8,"And I don't seem broken hearted"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",9,"My friends all say they know"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",10,"Everything I'm going through"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",11,"I drive down different roads"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",12,"But they all lead back to you"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",13,"'Cause they don't know about the night in the hotel"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",14,"They weren't riding in the car when we both fell"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",15,"Didn't read the note on the Polaroid picture"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",16,"They don't know how much I miss you"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",17,"I wish I could fly"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",18,"I'd pick you up and we'd go back in time"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",19,"I write this in the sky"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",20,"I miss you like it was the very first night"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",21,"And so it was"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",22,"We never saw it coming"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",23,"Not trying to fall in love"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",24,"But we did like children running"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",25,"Back then we didn't know"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",26,"We were built to fall apart"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",27,"We broke the status quo"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",28,"Then we broke each other's hearts"
"Red (Taylor's Version)","The Very First Night (Taylor's Version) [From The Vault]",29,"But don't forget about the night out in L.A"
